subject,model,explo_overlap,trial,labelled,i_presentation,error
1,LaF,0.25,2,label,38,1.67942766612e-05
1,LaF,0.25,2,label,39,1.21975914468e-05
1,LaF,0.25,2,label,40,9.81178064455e-06
1,LaF,0.25,2,no_label,0,0.893086261851
1,LaF,0.25,2,no_label,1,0.161735115463
1,LaF,0.25,2,no_label,2,0.562383267105
1,LaF,0.25,2,no_label,3,0.210836882373
1,LaF,0.25,2,no_label,4,0.386631305194
1,LaF,0.25,2,no_label,5,0.212198736522
1,LaF,0.25,2,no_label,6,0.285911511907
1,LaF,0.25,2,no_label,7,0.195052123184
1,LaF,0.25,2,no_label,8,0.223043290504
1,LaF,0.25,2,no_label,9,0.172404318751
1,LaF,0.25,2,no_label,10,0.180358025894
1,LaF,0.25,2,no_label,11,0.149720269084
1,LaF,0.25,2,no_label,12,0.14922572733
1,LaF,0.25,2,no_label,13,0.129041512986
1,LaF,0.25,2,no_label,14,0.125262044388
1,LaF,0.25,2,no_label,15,0.110920408675
1,LaF,0.25,2,no_label,16,0.106113936727
1,LaF,0.25,2,no_label,17,0.0953065887104
1,LaF,0.25,2,no_label,18,0.0904291379149
1,LaF,0.25,2,no_label,19,0.0819394032049
1,LaF,0.25,2,no_label,20,0.0773700312718
1,LaF,0.25,2,no_label,21,0.0705127045343
1,LaF,0.25,2,no_label,22,0.0663788100785
1,LaF,0.25,2,no_label,23,0.0607378329772
1,LaF,0.25,2,no_label,24,0.0570599534236
1,LaF,0.25,2,no_label,25,0.0523630056806
1,LaF,0.25,2,no_label,26,0.0491186302119
1,LaF,0.25,2,no_label,27,0.0451752953027
1,LaF,0.25,2,no_label,28,0.0423265988042
1,LaF,0.25,2,no_label,29,0.0389965472944
1,LaF,0.25,2,no_label,30,0.036502176973
1,LaF,0.25,2,no_label,31,0.0336778829368
1,LaF,0.25,2,no_label,32,0.0314977634611
1,LaF,0.25,2,no_label,33,0.0290945078109
1,LaF,0.25,2,no_label,34,0.0271916292884
1,LaF,0.25,2,no_label,35,0.0251413269562
1,LaF,0.25,2,no_label,36,0.0234822538572
1,LaF,0.25,2,no_label,37,0.0217294002061
1,LaF,0.25,2,no_label,38,0.0202842553736
1,LaF,0.25,2,no_label,39,0.018783119539
1,LaF,0.25,2,no_label,40,0.0175253661136
1,LaF,0.25,2,no_label,41,0.0162379630967
1,LaF,0.25,2,no_label,42,0.015144120076
1,LaF,0.25,2,no_label,43,0.0140386963669
1,LaF,0.25,2,no_label,44,0.0130880434109
1,LaF,0.25,2,no_label,45,0.0121379172236
1,LaF,0.25,2,no_label,46,0.0113122105874
1,LaF,0.25,2,no_label,47,0.0104948662481
1,LaF,0.25,2,no_label,48,0.00977807380705
1,LaF,0.25,2,no_label,49,0.00907444371781
1,LaF,0.25,2,no_label,50,0.00845250143966
1,LaF,0.25,2,no_label,51,0.00784638970728
1,LaF,0.25,2,no_label,52,0.00730697970744
1,LaF,0.25,2,no_label,53,0.00678459475399
1,LaF,0.25,2,no_label,54,0.00631694420167
1,LaF,0.25,2,no_label,55,0.00586651648385
1,LaF,0.25,2,no_label,56,0.00546121627377
1,LaF,0.25,2,no_label,57,0.00507268331147
1,LaF,0.25,2,no_label,58,0.00472152526349
1,LaF,0.25,2,no_label,59,0.00438627047836
1,LaF,0.25,2,no_label,60,0.00408210175587
1,LaF,0.25,2,no_label,61,0.00379273673428
1,LaF,0.25,2,no_label,62,0.00352933014351
1,LaF,0.25,2,no_label,63,0.00327951223393
1,LaF,0.25,2,no_label,64,0.00305145106741
1,LaF,0.25,2,no_label,65,0.00283572994026
1,LaF,0.25,2,no_label,66,0.00263830605304
1,LaF,0.25,2,no_label,67,0.0024519941551
1,LaF,0.25,2,no_label,68,0.002281118008
1,LaF,0.25,2,no_label,69,0.00212018084399
1,LaF,0.25,2,no_label,70,0.00197230230989
1,LaF,0.25,2,no_label,71,0.00183326526073
1,LaF,0.25,2,no_label,72,0.00170530406349
1,LaF,0.25,2,no_label,73,0.00158517305906
1,LaF,0.25,2,no_label,74,0.0014744577955
1,LaF,0.25,2,no_label,75,0.00137065164164
1,LaF,0.25,2,no_label,76,0.00127486642165
1,LaF,0.25,2,no_label,77,0.00118515896471
1,LaF,0.25,2,no_label,78,0.00110229679022
1,LaF,0.25,2,no_label,79,0.00102476741178
1,LaF,0.25,2,no_label,80,0.000953089498702
1,LaF,0.25,2,no_label,81,0.000886080682908
1,LaF,0.25,2,no_label,82,0.000824081010678
1,LaF,0.25,2,no_label,83,0.000766161931026
1,LaF,0.25,2,no_label,84,0.000712536379977
1,LaF,0.25,2,no_label,85,0.000662471619719
1,LaF,0.25,2,no_label,86,0.00061609112678
1,LaF,0.25,2,no_label,87,0.000572813785467
1,LaF,0.25,2,no_label,88,0.000532701013399
1,LaF,0.25,2,no_label,89,0.000495289566853
1,LaF,0.25,2,no_label,90,0.000460598641011
1,LaF,0.25,2,no_label,91,0.000428257017694
1,LaF,0.25,2,no_label,92,0.000398255937461
1,LaF,0.25,2,no_label,93,0.000370296354351
1,LaF,0.25,2,no_label,94,0.000344351734086
1,LaF,0.25,2,no_label,95,0.000320179902539
1,LaF,0.25,2,no_label,96,0.000297743739427
1,LaF,0.25,2,no_label,97,0.000276846108316
1,LaF,0.25,2,no_label,98,0.000257444312353
1,LaF,0.25,2,no_label,99,0.000239377063864
1,LaF,0.25,3,label,0,0.617381758056
1,LaF,0.25,3,label,1,0.0471509169798
1,LaF,0.25,3,label,2,0.328580521794
1,LaF,0.25,3,label,3,0.0506614749359
1,LaF,0.25,3,label,4,0.178298056807
1,LaF,0.25,3,label,5,0.0414589800044
1,LaF,0.25,3,label,6,0.0985173175194
1,LaF,0.25,3,label,7,0.0304448959347
1,LaF,0.25,3,label,8,0.0553465879254
1,LaF,0.25,3,label,9,0.0211048335266
1,LaF,0.25,3,label,10,0.0315641349477
1,LaF,0.25,3,label,11,0.0141259741638
1,LaF,0.25,3,label,12,0.0182428756862
1,LaF,0.25,3,label,13,0.00923968851113
1,LaF,0.25,3,label,14,0.0106668718725
1,LaF,0.25,3,label,15,0.0059486066148
1,LaF,0.25,3,label,16,0.00629915404087
1,LaF,0.25,3,label,17,0.00378690815892
1,LaF,0.25,3,label,18,0.00375083723151
1,LaF,0.25,3,label,19,0.00239113618809
1,LaF,0.25,3,label,20,0.00224875367577
1,LaF,0.25,3,label,21,0.00150073989831
1,LaF,0.25,3,label,22,0.00135572243943
1,LaF,0.25,3,label,23,0.00093767804315
1,LaF,0.25,3,label,24,0.000821005843338
1,LaF,0.25,3,label,25,0.0005838943416
1,LaF,0.25,3,label,26,0.000498975519732
1,LaF,0.25,3,label,27,0.000362664945128
1,LaF,0.25,3,label,28,0.000304124964618
1,LaF,0.25,3,label,29,0.000224820393541
1,LaF,0.25,3,label,30,0.000185784058444
1,LaF,0.25,3,label,31,0.000139163892315
1,LaF,0.25,3,label,32,0.000113695528563
1,LaF,0.25,3,label,33,8.6046096947e-05
1,LaF,0.25,3,label,34,6.96777239529e-05
1,LaF,0.25,3,label,35,5.31576690004e-05
1,LaF,0.25,3,label,36,4.27495135641e-05
1,LaF,0.25,3,label,37,3.28185666119e-05
1,LaF,0.25,3,label,38,2.6251444854e-05
1,LaF,0.25,3,label,39,2.02516324123e-05
1,LaF,0.25,3,label,40,1.61316863315e-05
1,LaF,0.25,3,label,41,1.24922034344e-05
1,LaF,0.25,3,label,42,9.91853630029e-06
1,LaF,0.25,3,no_label,0,0.473713291051
1,LaF,0.25,3,no_label,1,0.106315597739
1,LaF,0.25,3,no_label,2,0.316195570512
1,LaF,0.25,3,no_label,3,0.14207058222
1,LaF,0.25,3,no_label,4,0.232620922807
1,LaF,0.25,3,no_label,5,0.147207888397
1,LaF,0.25,3,no_label,6,0.184278819747
1,LaF,0.25,3,no_label,7,0.139845948782
1,LaF,0.25,3,no_label,8,0.1532337818
1,LaF,0.25,3,no_label,9,0.128059310505
1,LaF,0.25,3,no_label,10,0.131149886532
1,LaF,0.25,3,no_label,11,0.115336868032
1,LaF,0.25,3,no_label,12,0.114104037669
1,LaF,0.25,3,no_label,13,0.103102615515
1,LaF,0.25,3,no_label,14,0.100191670503
1,LaF,0.25,3,no_label,15,0.0918691766561
1,LaF,0.25,3,no_label,16,0.0884371196495
1,LaF,0.25,3,no_label,17,0.0817595827114
1,LaF,0.25,3,no_label,18,0.0783008226246
1,LaF,0.25,3,no_label,19,0.0727396761345
1,LaF,0.25,3,no_label,20,0.069455293463
1,LaF,0.25,3,no_label,21,0.0647193374559
1,LaF,0.25,3,no_label,22,0.0616817029436
1,LaF,0.25,3,no_label,23,0.0575950250778
1,LaF,0.25,3,no_label,24,0.0548209097559
1,LaF,0.25,3,no_label,25,0.0512665233968
1,LaF,0.25,3,no_label,26,0.0487494046142
1,LaF,0.25,3,no_label,27,0.0456426521839
1,LaF,0.25,3,no_label,28,0.0433668861301
1,LaF,0.25,3,no_label,29,0.0406424536135
1,LaF,0.25,3,no_label,30,0.0385894239278
1,LaF,0.25,3,no_label,31,0.0361946739948
1,LaF,0.25,3,no_label,32,0.0343454099178
1,LaF,0.25,3,no_label,33,0.0322367178117
1,LaF,0.25,3,no_label,34,0.0305729704745
1,LaF,0.25,3,no_label,35,0.0287135382649
1,LaF,0.25,3,no_label,36,0.027218190068
1,LaF,0.25,3,no_label,37,0.0255766265083
1,LaF,0.25,3,no_label,38,0.0242338155861
1,LaF,0.25,3,no_label,39,0.0227831396811
1,LaF,0.25,3,no_label,40,0.021578264569
1,LaF,0.25,3,no_label,41,0.0202951626107
