subject,model,explo_overlap,trial,labelled,i_presentation,error
2,LaF,0.25,7,no_label,9,0.00780410055727
2,LaF,0.25,7,label,0,0.118661173554
2,LaF,0.25,7,label,1,0.0331780717302
2,LaF,0.25,7,label,2,0.0517263644389
2,LaF,0.25,7,label,3,0.0268702025638
2,LaF,0.25,7,label,4,0.0262472507158
2,LaF,0.25,7,label,5,0.0172094341812
2,LaF,0.25,7,label,6,0.0143836353456
2,LaF,0.25,7,label,7,0.0103313695016
2,LaF,0.25,7,label,8,0.00815347184041
3,LaF,0.25,0,label,0,2.79099848364
3,LaF,0.25,0,label,1,1.08237069967
3,LaF,0.25,0,label,2,1.26229623901
3,LaF,0.25,0,label,3,0.797504677616
3,LaF,0.25,0,label,4,0.683654247815
3,LaF,0.25,0,label,5,0.493964054576
3,LaF,0.25,0,label,6,0.390737653922
3,LaF,0.25,0,label,7,0.293178326219
3,LaF,0.25,0,label,8,0.226388190921
3,LaF,0.25,0,label,9,0.171769028252
3,LaF,0.25,0,label,10,0.131591181583
3,LaF,0.25,0,label,11,0.100196095987
3,LaF,0.25,0,label,12,0.0765524019576
3,LaF,0.25,0,label,13,0.0583620696879
3,LaF,0.25,0,label,14,0.0445520833226
3,LaF,0.25,0,label,15,0.0339856078817
3,LaF,0.25,0,label,16,0.0259399910107
3,LaF,0.25,0,label,17,0.0197956995775
3,LaF,0.25,0,label,18,0.0151115674788
3,LaF,0.25,0,label,19,0.011536308973
3,LaF,0.25,0,label,20,0.00880895185004
3,LaF,0.25,0,no_label,0,2.66048719914
3,LaF,0.25,0,no_label,1,1.05169916036
3,LaF,0.25,0,no_label,2,1.22724054052
3,LaF,0.25,0,no_label,3,0.798926254708
3,LaF,0.25,0,no_label,4,0.685182221982
3,LaF,0.25,0,no_label,5,0.509428234078
3,LaF,0.25,0,no_label,6,0.406132804822
3,LaF,0.25,0,no_label,7,0.312150360473
3,LaF,0.25,0,no_label,8,0.244258763808
3,LaF,0.25,0,no_label,9,0.189277581773
3,LaF,0.25,0,no_label,10,0.147371271947
3,LaF,0.25,0,no_label,11,0.11443796237
3,LaF,0.25,0,no_label,12,0.0889835575498
3,LaF,0.25,0,no_label,13,0.0691431918497
3,LaF,0.25,0,no_label,14,0.0537509095138
3,LaF,0.25,0,no_label,15,0.0417805088156
3,LaF,0.25,0,no_label,16,0.0324832886229
3,LaF,0.25,0,no_label,17,0.0252566627581
3,LaF,0.25,0,no_label,18,0.0196411242415
3,LaF,0.25,0,no_label,19,0.0152760694881
3,LaF,0.25,0,no_label,20,0.0118829813882
3,LaF,0.25,0,no_label,21,0.00924488845978
3,LaF,0.25,1,label,0,2.41405109332
3,LaF,0.25,1,label,1,0.809084702429
3,LaF,0.25,1,label,2,1.07979698856
3,LaF,0.25,1,label,3,0.631603317522
3,LaF,0.25,1,label,4,0.571019006947
3,LaF,0.25,1,label,5,0.401603451308
3,LaF,0.25,1,label,6,0.324334565464
3,LaF,0.25,1,label,7,0.242029482964
3,LaF,0.25,1,label,8,0.188757480311
3,LaF,0.25,1,label,9,0.143530262524
3,LaF,0.25,1,label,10,0.110706566655
3,LaF,0.25,1,label,11,0.0846920302477
3,LaF,0.25,1,label,12,0.06509526242
3,LaF,0.25,1,label,13,0.0499008592374
3,LaF,0.25,1,label,14,0.0383144326799
3,LaF,0.25,1,label,15,0.0293943024744
3,LaF,0.25,1,label,16,0.0225643753206
3,LaF,0.25,1,label,17,0.0173178929162
3,LaF,0.25,1,label,18,0.0132948600964
3,LaF,0.25,1,label,19,0.0102064224417
3,LaF,0.25,1,label,20,0.00783670613775
3,LaF,0.25,1,no_label,0,2.02052974553
3,LaF,0.25,1,no_label,1,0.760304018584
3,LaF,0.25,1,no_label,2,0.916602208518
3,LaF,0.25,1,no_label,3,0.57720763512
3,LaF,0.25,1,no_label,4,0.501491186531
3,LaF,0.25,1,no_label,5,0.365920161133
